flag_id,detected_at,scope,reference_key,metric_value,method,score,description
4940,2026-09-18 17:31:25.532255,invoice_iqr,19464,208.95,iqr,15.7500,Invoice 19464 (customer 1431) outside IQR fences
4941,2026-09-18 17:31:25.532255,invoice_iqr,19465,208.95,iqr,15.7500,Invoice 19465 (customer 1431) outside IQR fences
4942,2026-09-18 17:31:25.532255,invoice_iqr,19466,208.95,iqr,15.7500,Invoice 19466 (customer 1431) outside IQR fences
4943,2026-09-18 17:31:25.532255,invoice_iqr,19467,208.95,iqr,15.7500,Invoice 19467 (customer 1431) outside IQR fences
4944,2026-09-18 17:31:25.532255,invoice_iqr,19468,208.95,iqr,15.7500,Invoice 19468 (customer 1431) outside IQR fences
4945,2026-09-18 17:31:25.532255,invoice_iqr,19469,208.95,iqr,15.7500,Invoice 19469 (customer 1431) outside IQR fences
4946,2026-09-18 17:31:25.532255,invoice_iqr,19470,208.95,iqr,15.7500,Invoice 19470 (customer 1431) outside IQR fences
4947,2026-09-18 17:31:25.532255,invoice_iqr,19472,208.95,iqr,15.7500,Invoice 19472 (customer 1431) outside IQR fences
4948,2026-09-18 17:31:25.532255,invoice_iqr,19473,208.95,iqr,15.7500,Invoice 19473 (customer 1431) outside IQR fences
4949,2026-09-18 17:31:25.532255,invoice_iqr,19474,208.95,iqr,15.7500,Invoice 19474 (customer 1431) outside IQR fences
4950,2026-09-18 17:31:25.532255,invoice_iqr,19475,208.95,iqr,15.7500,Invoice 19475 (customer 1431) outside IQR fences
4951,2026-09-18 17:31:25.532255,invoice_iqr,19476,208.95,iqr,15.7500,Invoice 19476 (customer 1431) outside IQR fences
4952,2026-09-18 17:31:25.532255,invoice_iqr,19477,208.95,iqr,15.7500,Invoice 19477 (customer 1431) outside IQR fences
4953,2026-09-18 17:31:25.532255,invoice_iqr,19478,208.95,iqr,15.7500,Invoice 19478 (customer 1431) outside IQR fences
4954,2026-09-18 17:31:25.532255,invoice_iqr,19479,208.95,iqr,15.7500,Invoice 19479 (customer 1431) outside IQR fences
4955,2026-09-18 17:31:25.532255,invoice_iqr,19480,208.95,iqr,15.7500,Invoice 19480 (customer 1431) outside IQR fences
4956,2026-09-18 17:31:25.532255,invoice_iqr,19635,208.95,iqr,15.7500,Invoice 19635 (customer 1443) outside IQR fences
4957,2026-09-18 17:31:25.532255,invoice_iqr,19636,208.95,iqr,15.7500,Invoice 19636 (customer 1443) outside IQR fences
4958,2026-09-18 17:31:25.532255,invoice_iqr,19637,208.95,iqr,15.7500,Invoice 19637 (customer 1443) outside IQR fences
4959,2026-09-18 17:31:25.532255,invoice_iqr,19638,208.95,iqr,15.7500,Invoice 19638 (customer 1443) outside IQR fences
4960,2026-09-18 17:31:25.532255,invoice_iqr,19639,208.95,iqr,15.7500,Invoice 19639 (customer 1443) outside IQR fences
4961,2026-09-18 17:31:25.532255,invoice_iqr,19640,208.95,iqr,15.7500,Invoice 19640 (customer 1443) outside IQR fences
4962,2026-09-18 17:31:25.532255,invoice_iqr,19641,208.95,iqr,15.7500,Invoice 19641 (customer 1443) outside IQR fences
4963,2026-09-18 17:31:25.532255,invoice_iqr,19642,208.95,iqr,15.7500,Invoice 19642 (customer 1443) outside IQR fences
4964,2026-09-18 17:31:25.532255,invoice_iqr,19643,208.95,iqr,15.7500,Invoice 19643 (customer 1443) outside IQR fences
4965,2026-09-18 17:31:25.532255,invoice_iqr,19644,208.95,iqr,15.7500,Invoice 19644 (customer 1443) outside IQR fences
4966,2026-09-18 17:31:25.532255,invoice_iqr,19678,208.95,iqr,15.7500,Invoice 19678 (customer 1446) outside IQR fences
4967,2026-09-18 17:31:25.532255,invoice_iqr,19679,208.95,iqr,15.7500,Invoice 19679 (customer 1446) outside IQR fences
4968,2026-09-18 17:31:25.532255,invoice_iqr,19680,208.95,iqr,15.7500,Invoice 19680 (customer 1446) outside IQR fences
4969,2026-09-18 17:31:25.532255,invoice_iqr,19681,208.95,iqr,15.7500,Invoice 19681 (customer 1446) outside IQR fences
4970,2026-09-18 17:31:25.532255,invoice_iqr,19682,208.95,iqr,15.7500,Invoice 19682 (customer 1446) outside IQR fences
4971,2026-09-18 17:31:25.532255,invoice_iqr,19683,208.95,iqr,15.7500,Invoice 19683 (customer 1446) outside IQR fences
4972,2026-09-18 17:31:25.532255,invoice_iqr,19684,208.95,iqr,15.7500,Invoice 19684 (customer 1446) outside IQR fences
4973,2026-09-18 17:31:25.532255,invoice_iqr,19685,208.95,iqr,15.7500,Invoice 19685 (customer 1446) outside IQR fences
4974,2026-09-18 17:31:25.532255,invoice_iqr,19686,208.95,iqr,15.7500,Invoice 19686 (customer 1446) outside IQR fences
4975,2026-09-18 17:31:25.532255,invoice_iqr,19687,208.95,iqr,15.7500,Invoice 19687 (customer 1446) outside IQR fences
4976,2026-09-18 17:31:25.532255,invoice_iqr,19688,208.95,iqr,15.7500,Invoice 19688 (customer 1446) outside IQR fences
4977,2026-09-18 17:31:25.532255,invoice_iqr,19689,208.95,iqr,15.7500,Invoice 19689 (customer 1446) outside IQR fences
4978,2026-09-18 17:31:25.532255,invoice_iqr,19690,208.95,iqr,15.7500,Invoice 19690 (customer 1446) outside IQR fences
4979,2026-09-18 17:31:25.532255,invoice_iqr,19691,208.95,iqr,15.7500,Invoice 19691 (customer 1446) outside IQR fences
4980,2026-09-18 17:31:25.532255,invoice_iqr,19692,208.95,iqr,15.7500,Invoice 19692 (customer 1446) outside IQR fences
4981,2026-09-18 17:31:25.532255,invoice_iqr,19693,208.95,iqr,15.7500,Invoice 19693 (customer 1446) outside IQR fences
4982,2026-09-18 17:31:25.532255,invoice_iqr,19694,208.95,iqr,15.7500,Invoice 19694 (customer 1446) outside IQR fences
4983,2026-09-18 17:31:25.532255,invoice_iqr,19695,208.95,iqr,15.7500,Invoice 19695 (customer 1446) outside IQR fences
4984,2026-09-18 17:31:25.532255,invoice_iqr,19696,208.95,iqr,15.7500,Invoice 19696 (customer 1446) outside IQR fences
4985,2026-09-18 17:31:25.532255,invoice_iqr,19697,208.95,iqr,15.7500,Invoice 19697 (customer 1446) outside IQR fences
4986,2026-09-18 17:31:25.532255,invoice_iqr,19698,208.95,iqr,15.7500,Invoice 19698 (customer 1446) outside IQR fences
4987,2026-09-18 17:31:25.532255,invoice_iqr,19699,208.95,iqr,15.7500,Invoice 19699 (customer 1446) outside IQR fences
4988,2026-09-18 17:31:25.532255,invoice_iqr,19700,208.95,iqr,15.7500,Invoice 19700 (customer 1446) outside IQR fences
4989,2026-09-18 17:31:25.532255,invoice_iqr,19718,208.95,iqr,15.7500,Invoice 19718 (customer 1448) outside IQR fences
4990,2026-09-18 17:31:25.532255,invoice_iqr,19719,208.95,iqr,15.7500,Invoice 19719 (customer 1448) outside IQR fences
4991,2026-09-18 17:31:25.532255,invoice_iqr,19721,208.95,iqr,15.7500,Invoice 19721 (customer 1448) outside IQR fences
4992,2026-09-18 17:31:25.532255,invoice_iqr,19722,208.95,iqr,15.7500,Invoice 19722 (customer 1448) outside IQR fences
4993,2026-09-18 17:31:25.532255,invoice_iqr,19723,208.95,iqr,15.7500,Invoice 19723 (customer 1448) outside IQR fences
4994,2026-09-18 17:31:25.532255,invoice_iqr,19805,208.95,iqr,15.7500,Invoice 19805 (customer 1457) outside IQR fences
4995,2026-09-18 17:31:25.532255,invoice_iqr,19807,208.95,iqr,15.7500,Invoice 19807 (customer 1457) outside IQR fences
4996,2026-09-18 17:31:25.532255,invoice_iqr,19808,208.95,iqr,15.7500,Invoice 19808 (customer 1457) outside IQR fences
4997,2026-09-18 17:31:25.532255,invoice_iqr,19809,208.95,iqr,15.7500,Invoice 19809 (customer 1457) outside IQR fences
4998,2026-09-18 17:31:25.532255,invoice_iqr,19810,208.95,iqr,15.7500,Invoice 19810 (customer 1457) outside IQR fences
4999,2026-09-18 17:31:25.532255,invoice_iqr,19811,208.95,iqr,15.7500,Invoice 19811 (customer 1457) outside IQR fences
5000,2026-09-18 17:31:25.532255,invoice_iqr,19823,208.95,iqr,15.7500,Invoice 19823 (customer 1459) outside IQR fences
5001,2026-09-18 17:31:25.532255,invoice_iqr,19825,208.95,iqr,15.7500,Invoice 19825 (customer 1459) outside IQR fences
5002,2026-09-18 17:31:25.532255,invoice_iqr,19826,208.95,iqr,15.7500,Invoice 19826 (customer 1459) outside IQR fences
5003,2026-09-18 17:31:25.532255,invoice_iqr,19827,208.95,iqr,15.7500,Invoice 19827 (customer 1459) outside IQR fences
5004,2026-09-18 17:31:25.532255,invoice_iqr,19828,208.95,iqr,15.7500,Invoice 19828 (customer 1459) outside IQR fences
5005,2026-09-18 17:31:25.532255,invoice_iqr,19829,208.95,iqr,15.7500,Invoice 19829 (customer 1459) outside IQR fences
5006,2026-09-18 17:31:25.532255,invoice_iqr,19830,208.95,iqr,15.7500,Invoice 19830 (customer 1459) outside IQR fences
5007,2026-09-18 17:31:25.532255,invoice_iqr,19831,208.95,iqr,15.7500,Invoice 19831 (customer 1459) outside IQR fences
5008,2026-09-18 17:31:25.532255,invoice_iqr,19832,208.95,iqr,15.7500,Invoice 19832 (customer 1459) outside IQR fences
5009,2026-09-18 17:31:25.532255,invoice_iqr,19833,208.95,iqr,15.7500,Invoice 19833 (customer 1459) outside IQR fences
5010,2026-09-18 17:31:25.532255,invoice_iqr,19834,208.95,iqr,15.7500,Invoice 19834 (customer 1459) outside IQR fences
5011,2026-09-18 17:31:25.532255,invoice_iqr,19835,208.95,iqr,15.7500,Invoice 19835 (customer 1459) outside IQR fences
5012,2026-09-18 17:31:25.532255,invoice_iqr,19902,208.95,iqr,15.7500,Invoice 19902 (customer 1465) outside IQR fences
5013,2026-09-18 17:31:25.532255,invoice_iqr,19903,208.95,iqr,15.7500,Invoice 19903 (customer 1465) outside IQR fences
5014,2026-09-18 17:31:25.532255,invoice_iqr,19904,208.95,iqr,15.7500,Invoice 19904 (customer 1465) outside IQR fences
5015,2026-09-18 17:31:25.532255,invoice_iqr,19905,208.95,iqr,15.7500,Invoice 19905 (customer 1465) outside IQR fences
5016,2026-09-18 17:31:25.532255,invoice_iqr,19906,208.95,iqr,15.7500,Invoice 19906 (customer 1465) outside IQR fences
5017,2026-09-18 17:31:25.532255,invoice_iqr,19907,208.95,iqr,15.7500,Invoice 19907 (customer 1465) outside IQR fences
5018,2026-09-18 17:31:25.532255,invoice_iqr,19908,208.95,iqr,15.7500,Invoice 19908 (customer 1465) outside IQR fences
5019,2026-09-18 17:31:25.532255,invoice_iqr,19909,208.95,iqr,15.7500,Invoice 19909 (customer 1465) outside IQR fences
5020,2026-09-18 17:31:25.532255,invoice_iqr,19910,208.95,iqr,15.7500,Invoice 19910 (customer 1465) outside IQR fences
5021,2026-09-18 17:31:25.532255,invoice_iqr,19911,208.95,iqr,15.7500,Invoice 19911 (customer 1465) outside IQR fences
5022,2026-09-18 17:31:25.532255,invoice_iqr,19912,208.95,iqr,15.7500,Invoice 19912 (customer 1465) outside IQR fences
5023,2026-09-18 17:31:25.532255,invoice_iqr,19913,208.95,iqr,15.7500,Invoice 19913 (customer 1465) outside IQR fences
5024,2026-09-18 17:31:25.532255,invoice_iqr,19914,208.95,iqr,15.7500,Invoice 19914 (customer 1465) outside IQR fences
5025,2026-09-18 17:31:25.532255,invoice_iqr,19915,208.95,iqr,15.7500,Invoice 19915 (customer 1465) outside IQR fences
5026,2026-09-18 17:31:25.532255,invoice_iqr,19916,208.95,iqr,15.7500,Invoice 19916 (customer 1465) outside IQR fences
5027,2026-09-18 17:31:25.532255,invoice_iqr,19917,208.95,iqr,15.7500,Invoice 19917 (customer 1465) outside IQR fences
5028,2026-09-18 17:31:25.532255,invoice_iqr,20100,208.95,iqr,15.7500,Invoice 20100 (customer 1479) outside IQR fences
5029,2026-09-18 17:31:25.532255,invoice_iqr,20101,208.95,iqr,15.7500,Invoice 20101 (customer 1479) outside IQR fences
5030,2026-09-18 17:31:25.532255,invoice_iqr,20102,208.95,iqr,15.7500,Invoice 20102 (customer 1479) outside IQR fences
5031,2026-09-18 17:31:25.532255,invoice_iqr,20103,208.95,iqr,15.7500,Invoice 20103 (customer 1479) outside IQR fences
5032,2026-09-18 17:31:25.532255,invoice_iqr,20104,208.95,iqr,15.7500,Invoice 20104 (customer 1479) outside IQR fences
5033,2026-09-18 17:31:25.532255,invoice_iqr,20105,208.95,iqr,15.7500,Invoice 20105 (customer 1479) outside IQR fences
5034,2026-09-18 17:31:25.532255,invoice_iqr,20106,208.95,iqr,15.7500,Invoice 20106 (customer 1479) outside IQR fences
5035,2026-09-18 17:31:25.532255,invoice_iqr,20107,208.95,iqr,15.7500,Invoice 20107 (customer 1479) outside IQR fences
5036,2026-09-18 17:31:25.532255,invoice_iqr,20108,208.95,iqr,15.7500,Invoice 20108 (customer 1479) outside IQR fences
5037,2026-09-18 17:31:25.532255,invoice_iqr,20109,208.95,iqr,15.7500,Invoice 20109 (customer 1479) outside IQR fences
5038,2026-09-18 17:31:25.532255,invoice_iqr,20110,208.95,iqr,15.7500,Invoice 20110 (customer 1479) outside IQR fences
5039,2026-09-18 17:31:25.532255,invoice_iqr,20111,208.95,iqr,15.7500,Invoice 20111 (customer 1479) outside IQR fences
5040,2026-09-18 17:31:25.532255,invoice_iqr,20112,208.95,iqr,15.7500,Invoice 20112 (customer 1479) outside IQR fences
5041,2026-09-18 17:31:25.532255,invoice_iqr,20113,208.95,iqr,15.7500,Invoice 20113 (customer 1479) outside IQR fences
5042,2026-09-18 17:31:25.532255,invoice_iqr,20114,208.95,iqr,15.7500,Invoice 20114 (customer 1479) outside IQR fences
5043,2026-09-18 17:31:25.532255,invoice_iqr,20115,208.95,iqr,15.7500,Invoice 20115 (customer 1479) outside IQR fences
5044,2026-09-18 17:31:25.532255,invoice_iqr,20116,208.95,iqr,15.7500,Invoice 20116 (customer 1479) outside IQR fences
5045,2026-09-18 17:31:25.532255,invoice_iqr,20117,208.95,iqr,15.7500,Invoice 20117 (customer 1479) outside IQR fences
5046,2026-09-18 17:31:25.532255,invoice_iqr,20118,208.95,iqr,15.7500,Invoice 20118 (customer 1479) outside IQR fences
5047,2026-09-18 17:31:25.532255,invoice_iqr,20119,208.95,iqr,15.7500,Invoice 20119 (customer 1479) outside IQR fences
5048,2026-09-18 17:31:25.532255,invoice_iqr,20120,208.95,iqr,15.7500,Invoice 20120 (customer 1479) outside IQR fences
5049,2026-09-18 17:31:25.532255,invoice_iqr,20121,208.95,iqr,15.7500,Invoice 20121 (customer 1479) outside IQR fences
5050,2026-09-18 17:31:25.532255,invoice_iqr,20226,208.95,iqr,15.7500,Invoice 20226 (customer 1487) outside IQR fences
5051,2026-09-18 17:31:25.532255,invoice_iqr,20227,208.95,iqr,15.7500,Invoice 20227 (customer 1487) outside IQR fences
5052,2026-09-18 17:31:25.532255,invoice_iqr,20228,208.95,iqr,15.7500,Invoice 20228 (customer 1487) outside IQR fences
5053,2026-09-18 17:31:25.532255,invoice_iqr,20229,208.95,iqr,15.7500,Invoice 20229 (customer 1487) outside IQR fences
5054,2026-09-18 17:31:25.532255,invoice_iqr,20230,208.95,iqr,15.7500,Invoice 20230 (customer 1487) outside IQR fences
5055,2026-09-18 17:31:25.532255,invoice_iqr,20231,208.95,iqr,15.7500,Invoice 20231 (customer 1487) outside IQR fences
5056,2026-09-18 17:31:25.532255,invoice_iqr,20232,208.95,iqr,15.7500,Invoice 20232 (customer 1487) outside IQR fences
5057,2026-09-18 17:31:25.532255,invoice_iqr,20233,208.95,iqr,15.7500,Invoice 20233 (customer 1487) outside IQR fences
5058,2026-09-18 17:31:25.532255,invoice_iqr,20234,208.95,iqr,15.7500,Invoice 20234 (customer 1487) outside IQR fences
5059,2026-09-18 17:31:25.532255,invoice_iqr,20235,208.95,iqr,15.7500,Invoice 20235 (customer 1487) outside IQR fences
5060,2026-09-18 17:31:25.532255,invoice_iqr,20236,208.95,iqr,15.7500,Invoice 20236 (customer 1487) outside IQR fences
5061,2026-09-18 17:31:25.532255,invoice_iqr,20237,208.95,iqr,15.7500,Invoice 20237 (customer 1487) outside IQR fences
5062,2026-09-18 17:31:25.532255,invoice_iqr,20238,208.95,iqr,15.7500,Invoice 20238 (customer 1487) outside IQR fences
5063,2026-09-18 17:31:25.532255,invoice_iqr,20239,208.95,iqr,15.7500,Invoice 20239 (customer 1487) outside IQR fences
5064,2026-09-18 17:31:25.532255,invoice_iqr,20240,208.95,iqr,15.7500,Invoice 20240 (customer 1487) outside IQR fences
5065,2026-09-18 17:31:25.532255,invoice_iqr,20241,208.95,iqr,15.7500,Invoice 20241 (customer 1487) outside IQR fences
5066,2026-09-18 17:31:25.532255,invoice_iqr,20257,502.49,iqr,309.2900,Invoice 20257 (customer 1489) outside IQR fences
5067,2026-09-18 17:31:25.532255,invoice_iqr,20449,208.95,iqr,15.7500,Invoice 20449 (customer 484) outside IQR fences
5068,2026-09-18 17:31:25.532255,invoice_iqr,20491,208.95,iqr,15.7500,Invoice 20491 (customer 588) outside IQR fences
5069,2026-09-18 17:31:25.532255,invoice_iqr,20502,208.95,iqr,15.7500,Invoice 20502 (customer 1446) outside IQR fences
5070,2026-09-18 17:31:25.532255,invoice_iqr,20503,208.95,iqr,15.7500,Invoice 20503 (customer 1479) outside IQR fences
5071,2026-09-18 17:31:25.532255,invoice_iqr,20516,208.95,iqr,15.7500,Invoice 20516 (customer 1376) outside IQR fences
5072,2026-09-18 17:31:25.532255,invoice_iqr,20546,208.95,iqr,15.7500,Invoice 20546 (customer 880) outside IQR fences
3495,2026-09-18 17:31:25.532255,invoice_iqr,128,231.62,iqr,38.4200,Invoice 128 (customer 10) outside IQR fences
3496,2026-09-18 17:31:25.532255,invoice_iqr,181,227.16,iqr,33.9600,Invoice 181 (customer 14) outside IQR fences
3497,2026-09-18 17:31:25.532255,invoice_iqr,193,208.95,iqr,15.7500,Invoice 193 (customer 17) outside IQR fences
3498,2026-09-18 17:31:25.532255,invoice_iqr,194,208.95,iqr,15.7500,Invoice 194 (customer 17) outside IQR fences
3499,2026-09-18 17:31:25.532255,invoice_iqr,195,208.95,iqr,15.7500,Invoice 195 (customer 17) outside IQR fences
3500,2026-09-18 17:31:25.532255,invoice_iqr,196,208.95,iqr,15.7500,Invoice 196 (customer 17) outside IQR fences
3501,2026-09-18 17:31:25.532255,invoice_iqr,197,208.95,iqr,15.7500,Invoice 197 (customer 17) outside IQR fences
3502,2026-09-18 17:31:25.532255,invoice_iqr,198,208.95,iqr,15.7500,Invoice 198 (customer 17) outside IQR fences
3503,2026-09-18 17:31:25.532255,invoice_iqr,199,208.95,iqr,15.7500,Invoice 199 (customer 17) outside IQR fences
3504,2026-09-18 17:31:25.532255,invoice_iqr,200,208.95,iqr,15.7500,Invoice 200 (customer 17) outside IQR fences
3505,2026-09-18 17:31:25.532255,invoice_iqr,201,208.95,iqr,15.7500,Invoice 201 (customer 17) outside IQR fences
3506,2026-09-18 17:31:25.532255,invoice_iqr,202,208.95,iqr,15.7500,Invoice 202 (customer 17) outside IQR fences
3507,2026-09-18 17:31:25.532255,invoice_iqr,203,208.95,iqr,15.7500,Invoice 203 (customer 17) outside IQR fences
3508,2026-09-18 17:31:25.532255,invoice_iqr,204,208.95,iqr,15.7500,Invoice 204 (customer 17) outside IQR fences
3509,2026-09-18 17:31:25.532255,invoice_iqr,205,208.95,iqr,15.7500,Invoice 205 (customer 17) outside IQR fences
3510,2026-09-18 17:31:25.532255,invoice_iqr,206,208.95,iqr,15.7500,Invoice 206 (customer 17) outside IQR fences
3511,2026-09-18 17:31:25.532255,invoice_iqr,207,208.95,iqr,15.7500,Invoice 207 (customer 17) outside IQR fences
3512,2026-09-18 17:31:25.532255,invoice_iqr,208,208.95,iqr,15.7500,Invoice 208 (customer 17) outside IQR fences
3513,2026-09-18 17:31:25.532255,invoice_iqr,209,208.95,iqr,15.7500,Invoice 209 (customer 17) outside IQR fences
3514,2026-09-18 17:31:25.532255,invoice_iqr,210,208.95,iqr,15.7500,Invoice 210 (customer 17) outside IQR fences
3515,2026-09-18 17:31:25.532255,invoice_iqr,211,208.95,iqr,15.7500,Invoice 211 (customer 17) outside IQR fences
3516,2026-09-18 17:31:25.532255,invoice_iqr,212,208.95,iqr,15.7500,Invoice 212 (customer 17) outside IQR fences
3517,2026-09-18 17:31:25.532255,invoice_iqr,213,208.95,iqr,15.7500,Invoice 213 (customer 17) outside IQR fences
3518,2026-09-18 17:31:25.532255,invoice_iqr,214,208.95,iqr,15.7500,Invoice 214 (customer 17) outside IQR fences
3519,2026-09-18 17:31:25.532255,invoice_iqr,215,208.95,iqr,15.7500,Invoice 215 (customer 17) outside IQR fences
3520,2026-09-18 17:31:25.532255,invoice_iqr,234,208.95,iqr,15.7500,Invoice 234 (customer 20) outside IQR fences
3521,2026-09-18 17:31:25.532255,invoice_iqr,235,208.95,iqr,15.7500,Invoice 235 (customer 20) outside IQR fences
3522,2026-09-18 17:31:25.532255,invoice_iqr,236,208.95,iqr,15.7500,Invoice 236 (customer 20) outside IQR fences
3523,2026-09-18 17:31:25.532255,invoice_iqr,237,208.95,iqr,15.7500,Invoice 237 (customer 20) outside IQR fences
3524,2026-09-18 17:31:25.532255,invoice_iqr,238,208.95,iqr,15.7500,Invoice 238 (customer 20) outside IQR fences
3525,2026-09-18 17:31:25.532255,invoice_iqr,239,208.95,iqr,15.7500,Invoice 239 (customer 20) outside IQR fences
3526,2026-09-18 17:31:25.532255,invoice_iqr,240,208.95,iqr,15.7500,Invoice 240 (customer 20) outside IQR fences
3527,2026-09-18 17:31:25.532255,invoice_iqr,241,208.95,iqr,15.7500,Invoice 241 (customer 20) outside IQR fences
3528,2026-09-18 17:31:25.532255,invoice_iqr,242,208.95,iqr,15.7500,Invoice 242 (customer 20) outside IQR fences
3529,2026-09-18 17:31:25.532255,invoice_iqr,243,208.95,iqr,15.7500,Invoice 243 (customer 20) outside IQR fences
3530,2026-09-18 17:31:25.532255,invoice_iqr,244,208.95,iqr,15.7500,Invoice 244 (customer 20) outside IQR fences
3531,2026-09-18 17:31:25.532255,invoice_iqr,245,208.95,iqr,15.7500,Invoice 245 (customer 20) outside IQR fences
3532,2026-09-18 17:31:25.532255,invoice_iqr,246,208.95,iqr,15.7500,Invoice 246 (customer 20) outside IQR fences
3533,2026-09-18 17:31:25.532255,invoice_iqr,247,208.95,iqr,15.7500,Invoice 247 (customer 20) outside IQR fences
3534,2026-09-18 17:31:25.532255,invoice_iqr,248,208.95,iqr,15.7500,Invoice 248 (customer 20) outside IQR fences
3535,2026-09-18 17:31:25.532255,invoice_iqr,249,208.95,iqr,15.7500,Invoice 249 (customer 20) outside IQR fences
3536,2026-09-18 17:31:25.532255,invoice_iqr,250,208.95,iqr,15.7500,Invoice 250 (customer 20) outside IQR fences
3537,2026-09-18 17:31:25.532255,invoice_iqr,251,208.95,iqr,15.7500,Invoice 251 (customer 20) outside IQR fences
