customer_id,customer_name,signup_date,country,status
290,Customer_00290,2023-07-01,Egypt,active
291,Customer_00291,2023-07-01,UAE,active
292,Customer_00292,2024-02-01,United Kingdom,active
293,Customer_00293,2024-08-01,Canada,active
294,Customer_00294,2023-11-01,Egypt,active
295,Customer_00295,2024-08-01,India,active
296,Customer_00296,2024-02-01,Egypt,active
297,Customer_00297,2024-04-01,United States,active
298,Customer_00298,2023-05-01,UAE,active
299,Customer_00299,2023-12-01,United Kingdom,active
300,Customer_00300,2024-03-01,Germany,active
301,Customer_00301,2023-08-01,Australia,active
302,Customer_00302,2024-03-01,Egypt,active
303,Customer_00303,2023-08-01,Egypt,active
304,Customer_00304,2024-03-01,Germany,active
305,Customer_00305,2023-10-01,Germany,active
306,Customer_00306,2023-02-01,,active
307,Customer_00307,2023-02-01,Australia,active
308,Customer_00308,2024-07-01,Egypt,active
309,Customer_00309,2024-01-01,United States,active
310,Customer_00310,2023-12-01,Canada,active
311,Customer_00311,2024-04-01,UAE,active
312,Customer_00312,2023-06-01,Canada,active
313,Customer_00313,2023-08-01,Germany,active
314,Customer_00314,2023-09-01,India,active
315,Customer_00315,2024-02-01,Germany,active
316,Customer_00316,2023-11-01,Germany,active
317,Customer_00317,2023-06-01,United Kingdom,active
318,Customer_00318,2023-11-01,India,active
319,Customer_00319,2023-08-01,Germany,active
320,Customer_00320,2023-05-01,United States,active
321,Customer_00321,2023-04-01,India,churned
322,Customer_00322,2023-06-01,Australia,active
323,Customer_00323,2023-11-01,Australia,active
324,Customer_00324,2023-08-01,United Kingdom,active
325,Customer_00325,2023-09-01,United States,active
326,Customer_00326,2024-04-01,Canada,active
327,Customer_00327,2024-02-01,Egypt,active
328,Customer_00328,2023-09-01,Egypt,active
329,Customer_00329,2023-12-01,United States,active
330,Customer_00330,2023-01-01,Egypt,active
331,Customer_00331,2023-09-01,United States,active
332,Customer_00332,2023-10-01,Canada,active
333,Customer_00333,2023-06-01,Australia,active
334,Customer_00334,2023-05-01,United States,active
335,Customer_00335,2024-03-01,United Kingdom,active
336,Customer_00336,2023-01-01,Australia,active
337,Customer_00337,2024-08-01,United States,active
338,Customer_00338,2024-08-01,Canada,active
339,Customer_00339,2024-01-01,India,active
340,Customer_00340,2023-06-01,India,active
341,Customer_00341,2023-06-01,India,active
342,Customer_00342,2023-11-01,Australia,churned
343,Customer_00343,2024-02-01,UAE,active
344,,2023-08-01,Egypt,active
345,Customer_00345,2023-09-01,India,active
346,Customer_00346,2023-02-01,Germany,active
347,Customer_00347,2024-06-01,United States,active
348,Customer_00348,2024-07-01,Germany,active
349,Customer_00349,2023-06-01,United Kingdom,churned
350,,2024-07-01,India,active
351,Customer_00351,2024-05-01,India,active
352,Customer_00352,2023-04-01,Australia,active
353,Customer_00353,2023-04-01,United Kingdom,active
354,Customer_00354,2023-09-01,United States,active
355,Customer_00355,2024-02-01,Germany,active
356,Customer_00356,2023-08-01,UAE,active
357,Customer_00357,2024-03-01,United States,active
358,Customer_00358,2023-04-01,Germany,active
359,Customer_00359,2024-07-01,United States,active
360,Customer_00360,2024-02-01,Australia,active
361,Customer_00361,2023-06-01,Egypt,active
362,Customer_00362,2024-04-01,Australia,active
363,Customer_00363,2023-09-01,Australia,active
364,Customer_00364,2024-04-01,Egypt,active
365,Customer_00365,2024-03-01,Canada,churned
366,Customer_00366,2024-02-01,India,active
367,Customer_00367,2023-03-01,Egypt,active
368,Customer_00368,2023-01-01,Australia,active
369,Customer_00369,2024-02-01,Australia,active
370,Customer_00370,2023-05-01,Germany,active
371,Customer_00371,2023-02-01,United Kingdom,active
372,Customer_00372,2023-11-01,Australia,active
373,Customer_00373,2024-07-01,United States,active
374,Customer_00374,2024-03-01,India,active
375,Customer_00375,2023-07-01,India,active
376,Customer_00376,2023-08-01,India,active
377,Customer_00377,2024-02-01,UAE,active
378,Customer_00378,2023-09-01,Egypt,churned
379,Customer_00379,2023-12-01,Canada,churned
380,Customer_00380,2024-05-01,Germany,churned
381,Customer_00381,2023-02-01,Australia,active
382,Customer_00382,2023-01-01,India,active
383,Customer_00383,2024-06-01,Canada,active
384,Customer_00384,2023-06-01,United Kingdom,active
385,Customer_00385,2024-05-01,United States,active
386,Customer_00386,2023-06-01,Egypt,churned
387,Customer_00387,2024-05-01,Canada,active
388,Customer_00388,2024-08-01,United Kingdom,active
389,Customer_00389,2024-07-01,Egypt,active
390,Customer_00390,2023-05-01,Canada,active
391,Customer_00391,2023-11-01,UAE,active
392,Customer_00392,2023-01-01,Egypt,active
393,Customer_00393,2023-06-01,Australia,churned
394,Customer_00394,2023-09-01,Australia,active
395,Customer_00395,2023-01-01,India,active
396,Customer_00396,2024-01-01,Egypt,active
397,Customer_00397,2023-04-01,United States,active
398,Customer_00398,2023-04-01,Germany,active
399,Customer_00399,2024-02-01,Germany,active
400,Customer_00400,2024-05-01,Egypt,active
401,Customer_00401,2024-08-01,United Kingdom,active
402,Customer_00402,2023-04-01,,active
403,Customer_00403,2024-04-01,Germany,churned
404,Customer_00404,2024-03-01,Egypt,active
405,Customer_00405,2024-05-01,United Kingdom,active
406,Customer_00406,2023-04-01,United States,active
407,Customer_00407,2023-10-01,Germany,active
408,Customer_00408,2024-06-01,United Kingdom,active
409,Customer_00409,2023-12-01,United Kingdom,active
410,Customer_00410,2023-05-01,Germany,active
411,Customer_00411,2023-01-01,United Kingdom,active
412,,2024-03-01,Germany,churned
413,Customer_00413,2023-02-01,United Kingdom,churned
414,Customer_00414,2024-05-01,India,active
415,Customer_00415,2024-02-01,Egypt,active
416,Customer_00416,2023-06-01,Australia,churned
417,Customer_00417,2023-05-01,India,active
418,Customer_00418,2023-02-01,Australia,active
419,Customer_00419,2023-07-01,United States,active
420,Customer_00420,2023-12-01,Canada,churned
421,Customer_00421,2023-07-01,Egypt,active
422,Customer_00422,2023-10-01,Australia,active
423,Customer_00423,2024-01-01,Canada,active
424,Customer_00424,2023-10-01,United Kingdom,active
425,Customer_00425,2023-05-01,United States,active
426,Customer_00426,2024-04-01,Egypt,active
427,Customer_00427,2024-03-01,United Kingdom,active
428,Customer_00428,2023-10-01,Australia,active
429,Customer_00429,2023-04-01,Germany,active
430,Customer_00430,2023-10-01,UAE,active
431,Customer_00431,2023-08-01,Germany,active
432,Customer_00432,2023-10-01,Egypt,active
433,Customer_00433,2023-03-01,Canada,active
434,Customer_00434,2023-10-01,UAE,active
435,Customer_00435,2023-02-01,United Kingdom,active
436,Customer_00436,2023-09-01,India,active
437,,2024-02-01,Egypt,active
438,Customer_00438,2023-04-01,United Kingdom,active
439,Customer_00439,2023-03-01,United Kingdom,churned
440,Customer_00440,2023-06-01,Germany,active
441,Customer_00441,2024-07-01,Australia,churned
442,Customer_00442,2023-06-01,Germany,churned
443,Customer_00443,2024-07-01,Germany,active
444,Customer_00444,2023-05-01,Australia,active
445,Customer_00445,2023-02-01,India,active
446,,2024-04-01,United States,active
447,Customer_00447,2023-03-01,UAE,churned
448,Customer_00448,2023-03-01,Australia,churned
449,Customer_00449,2023-11-01,United Kingdom,active
450,Customer_00450,2023-05-01,United Kingdom,active
451,Customer_00451,2024-01-01,United Kingdom,active
452,Customer_00452,2023-11-01,Australia,active
453,Customer_00453,2024-03-01,India,active
454,Customer_00454,2023-07-01,UAE,active
455,Customer_00455,2023-06-01,UAE,active
456,Customer_00456,2023-05-01,Canada,churned
457,Customer_00457,2024-03-01,United States,active
458,Customer_00458,2023-08-01,United Kingdom,active
459,Customer_00459,2024-06-01,India,active
460,Customer_00460,2023-11-01,United Kingdom,active
461,Customer_00461,2024-04-01,Australia,active
462,Customer_00462,2024-02-01,Canada,active
463,Customer_00463,2024-02-01,Canada,active
464,Customer_00464,2024-08-01,Germany,active
465,Customer_00465,2023-10-01,United States,active
466,Customer_00466,2024-06-01,United States,active
467,Customer_00467,2024-05-01,Egypt,active
468,Customer_00468,2023-09-01,United Kingdom,active
469,Customer_00469,2024-02-01,Canada,active
470,Customer_00470,2023-10-01,Canada,active
471,Customer_00471,2024-02-01,United Kingdom,active
472,Customer_00472,2023-09-01,Germany,active
473,Customer_00473,2023-10-01,Australia,active
474,Customer_00474,2023-05-01,Egypt,active
475,Customer_00475,2024-01-01,United States,active
476,Customer_00476,2024-08-01,Canada,active
477,Customer_00477,2023-08-01,Canada,active
478,Customer_00478,2023-02-01,United Kingdom,churned
479,Customer_00479,2024-03-01,Canada,active
480,Customer_00480,2023-05-01,UAE,active
481,Customer_00481,2024-02-01,Canada,active
482,Customer_00482,2024-02-01,Germany,active
483,Customer_00483,2024-07-01,Australia,active
484,Customer_00484,2023-12-01,Australia,active
485,Customer_00485,2023-03-01,United Kingdom,active
486,Customer_00486,2023-06-01,Egypt,active
487,Customer_00487,2023-06-01,India,active
488,Customer_00488,2024-07-01,United Kingdom,active
489,Customer_00489,2024-06-01,Canada,active
490,Customer_00490,2023-09-01,United Kingdom,active
491,Customer_00491,2024-06-01,India,active
492,Customer_00492,2023-12-01,Germany,active
493,Customer_00493,2023-07-01,Australia,active
494,Customer_00494,2023-02-01,United Kingdom,active
495,Customer_00495,2024-07-01,Canada,active
496,Customer_00496,2024-06-01,UAE,active
497,Customer_00497,2024-03-01,Egypt,active
498,Customer_00498,2023-03-01,United States,churned
499,Customer_00499,2023-12-01,Australia,churned
500,Customer_00500,2023-08-01,Egypt,churned
501,Customer_00501,2024-02-01,India,active
502,Customer_00502,2024-06-01,Egypt,active
503,Customer_00503,2023-11-01,United Kingdom,active
504,Customer_00504,2024-07-01,United States,active
505,Customer_00505,2023-04-01,UAE,active
506,,2024-07-01,Australia,active
507,Customer_00507,2024-06-01,Australia,active
508,Customer_00508,2024-05-01,Egypt,active
509,Customer_00509,2024-08-01,Canada,active
510,Customer_00510,2023-05-01,UAE,active
511,Customer_00511,2023-04-01,UAE,active
512,Customer_00512,2023-01-01,Egypt,active
513,Customer_00513,2024-04-01,Egypt,active
514,Customer_00514,2023-10-01,Egypt,active
515,Customer_00515,2023-06-01,United States,active
516,Customer_00516,2023-02-01,Egypt,active
517,Customer_00517,2023-06-01,UAE,active
518,Customer_00518,2024-08-01,United Kingdom,active
519,Customer_00519,2023-02-01,Canada,active
520,Customer_00520,2023-01-01,United Kingdom,active
521,Customer_00521,2023-06-01,United Kingdom,active
522,Customer_00522,2023-07-01,United States,active
523,Customer_00523,2023-04-01,India,active
524,Customer_00524,2023-05-01,Canada,active
525,Customer_00525,2023-11-01,UAE,active
526,Customer_00526,2023-01-01,United States,active
527,Customer_00527,2024-08-01,UAE,active
528,Customer_00528,2023-10-01,Germany,active
529,Customer_00529,2023-08-01,United Kingdom,active
530,Customer_00530,2023-02-01,Egypt,active
531,,2023-04-01,India,active
532,Customer_00532,2024-06-01,UAE,active
533,Customer_00533,2023-07-01,Germany,active
534,Customer_00534,2024-02-01,Egypt,active
535,Customer_00535,2023-04-01,United Kingdom,active
536,Customer_00536,2023-08-01,Canada,active
537,Customer_00537,2023-07-01,United States,active
538,Customer_00538,2024-05-01,Canada,active
539,Customer_00539,2023-08-01,United Kingdom,active
540,Customer_00540,2024-04-01,UAE,active
541,Customer_00541,2024-07-01,Germany,active
542,Customer_00542,2023-07-01,United States,active
543,Customer_00543,2023-05-01,UAE,active
544,Customer_00544,2024-05-01,Germany,active
545,Customer_00545,2024-07-01,United States,active
546,Customer_00546,2024-07-01,Australia,active
547,Customer_00547,2023-03-01,India,active
548,Customer_00548,2024-01-01,United States,active
549,Customer_00549,2023-03-01,United States,active
550,Customer_00550,2023-08-01,Egypt,active
551,Customer_00551,2023-09-01,Egypt,active
552,Customer_00552,2024-07-01,United Kingdom,active
553,Customer_00553,2024-03-01,Australia,active
554,Customer_00554,2024-07-01,Australia,churned
555,Customer_00555,2024-05-01,Egypt,churned
556,,2023-07-01,Australia,active
557,Customer_00557,2024-06-01,Australia,active
558,Customer_00558,2023-02-01,United Kingdom,churned
559,Customer_00559,2023-05-01,India,active
560,Customer_00560,2024-06-01,Germany,active
561,Customer_00561,2023-02-01,Germany,active
562,Customer_00562,2024-02-01,UAE,active
563,Customer_00563,2024-06-01,UAE,active
564,Customer_00564,2023-05-01,Egypt,active
565,Customer_00565,2024-02-01,Canada,churned
566,Customer_00566,2023-12-01,Germany,active
567,Customer_00567,2024-03-01,UAE,active
568,Customer_00568,2023-07-01,Canada,active
569,Customer_00569,2023-03-01,United States,active
570,Customer_00570,2024-07-01,Egypt,active
571,Customer_00571,2023-03-01,India,active
572,Customer_00572,2023-07-01,Canada,active
573,Customer_00573,2023-01-01,United Kingdom,active
574,Customer_00574,2023-04-01,United Kingdom,active
575,Customer_00575,2024-02-01,Australia,active
576,Customer_00576,2023-01-01,Egypt,active
577,Customer_00577,2023-05-01,United Kingdom,active
578,Customer_00578,2023-07-01,Canada,active
579,Customer_00579,2023-07-01,Germany,churned
580,Customer_00580,2024-08-01,United Kingdom,active
581,Customer_00581,2023-04-01,Germany,churned
582,Customer_00582,2023-05-01,India,active
583,Customer_00583,2024-04-01,Egypt,active
584,Customer_00584,2023-10-01,India,active
585,Customer_00585,2023-10-01,Germany,active
586,Customer_00586,2024-08-01,UAE,active
587,Customer_00587,2023-05-01,Germany,churned
588,Customer_00588,2023-01-01,Egypt,active
589,Customer_00589,2024-06-01,Australia,active
590,Customer_00590,2023-06-01,India,active
591,Customer_00591,2023-07-01,United Kingdom,active
592,Customer_00592,2024-05-01,United States,active
593,Customer_00593,2024-01-01,Australia,active
594,Customer_00594,2023-02-01,UAE,active
595,Customer_00595,2024-06-01,Germany,active
596,Customer_00596,2024-07-01,United States,active
597,Customer_00597,2023-01-01,United States,active
598,Customer_00598,2024-05-01,United States,active
599,Customer_00599,2023-04-01,UAE,active
600,Customer_00600,2023-03-01,Germany,active
601,Customer_00601,2024-04-01,Germany,active
602,Customer_00602,2023-12-01,UAE,active
603,Customer_00603,2023-09-01,,active
604,Customer_00604,2023-12-01,Canada,active
605,Customer_00605,2023-05-01,United States,active
606,Customer_00606,2024-02-01,India,churned
607,Customer_00607,2023-08-01,UAE,active
608,Customer_00608,2023-07-01,India,active
609,Customer_00609,2023-12-01,,churned
610,Customer_00610,2023-08-01,Canada,active
611,Customer_00611,2023-02-01,Egypt,active
612,Customer_00612,2023-05-01,Canada,active
613,Customer_00613,2024-08-01,United Kingdom,active
614,Customer_00614,2023-06-01,United States,active
615,Customer_00615,2023-08-01,Germany,active
616,Customer_00616,2023-04-01,India,active
617,Customer_00617,2023-02-01,United Kingdom,churned
618,Customer_00618,2024-07-01,Australia,active
619,Customer_00619,2023-12-01,Egypt,active
620,Customer_00620,2024-06-01,United States,active
621,Customer_00621,2024-05-01,Egypt,active
622,Customer_00622,2023-08-01,United Kingdom,active
623,Customer_00623,2023-10-01,Australia,active
624,Customer_00624,2024-02-01,India,active
625,Customer_00625,2024-04-01,Canada,active
626,Customer_00626,2023-10-01,UAE,active
627,Customer_00627,2023-01-01,Egypt,churned
628,Customer_00628,2023-06-01,Egypt,active
629,Customer_00629,2023-07-01,Germany,active
